index,train_loss
0,8.47602653503418
1,7.671430587768555
2,7.315191745758057
3,6.832241058349609
4,6.789253234863281
5,6.423498630523682
6,6.358341217041016
7,6.353856086730957
8,6.312765598297119
9,6.090051174163818
10,6.06571102142334
11,6.113708972930908
12,6.041754722595215
13,6.119206428527832
14,6.031359672546387
15,6.157360076904297
16,6.068374156951904
17,6.056265830993652
18,6.036742210388184
19,6.046409606933594
20,6.029840469360352
21,6.0220184326171875
22,6.01937198638916
23,6.08906364440918
24,6.042481422424316
25,6.066363334655762
26,6.02694034576416
27,6.035608768463135
28,6.049525260925293
29,6.016668796539307
30,6.09880256652832
31,6.0063652992248535
32,6.047065734863281
33,6.038386821746826
34,5.983046531677246
35,6.005455017089844
36,6.000756740570068
37,5.996105194091797
38,5.990535736083984
39,6.046966552734375
40,6.001410484313965
41,6.019180774688721
42,6.032393455505371
43,5.978253364562988
44,6.061007499694824
45,5.999870300292969
46,5.988720893859863
47,5.988465785980225
48,5.985766410827637
49,5.910954475402832
50,5.9769182205200195
51,5.95745325088501
52,5.986420154571533
53,6.031347751617432
54,6.0105390548706055
55,6.026142120361328
56,6.054950714111328
57,6.004890441894531
58,6.041356086730957
59,6.078482627868652
60,6.035618782043457
61,6.06783390045166
62,6.008927345275879
63,6.010564804077148
64,6.014593601226807
65,6.030385971069336
66,6.06816291809082
67,6.050354957580566
68,6.047360420227051
69,5.988811492919922
70,6.039435386657715
71,6.002932548522949
72,6.0357866287231445
73,5.968109130859375
74,6.0303144454956055
75,6.060938835144043
76,6.069470405578613
77,6.035081386566162
78,6.018625259399414
79,6.009389400482178
80,6.036505699157715
81,5.966122150421143
82,5.981461524963379
83,5.999449253082275
84,6.0097479820251465
85,6.026638031005859
86,6.0430145263671875
87,6.005370616912842
88,5.996392250061035
89,6.026067733764648
90,6.03342342376709
91,6.033690452575684
92,6.025355339050293
93,5.979942321777344
94,6.012986660003662
95,5.930688858032227
96,6.008688926696777
97,6.004745960235596
98,5.940306663513184
